city,total_customers,high_value_customers,avg_customer_spend,max_customer_spend
Cidade Ocidental,14,0,200.94357228279114,356.73999977111816
Wantagh,7,0,76.48428617204938,149
Sunderland,14,0,82.338571820940274,129.42000293731689
Fontainebleau,2,0,103.1399998664856,159.15999794006348
Teotônio Vilela,7,0,67.624285970415386,137.6200008392334
East Hartford,4,0,65.450000047683716,194
Rostock,8,0,90.229999542236328,189.27999782562256
Fléron,3,0,109.40666786829631,243.10000228881836
Nishinomiya City,4,0,127.75999879837036,238.10999679565427
Brighton,28,0,124.59964360509598,476.30000305175781
Vaux-le-Pénil,6,0,195.72500006357828,462.73999977111816
El Puerto de Santa María,5,0,78.824001312255859,193.99000549316406
Mitaka City,11,0,150.29363710230047,650.0600004196167
Teaneck,2,0,92.57499885559082,162.98999786376953
West Goshen,9,0,108.38777769936456,308.98000144958496
Coventry,36,0,117.62916709317099,537.76000785827637
Feasterville-Trevose,1,0,201.19000148773193,201.19000148773193
Tongeren,4,0,177.82749962806702,426.66999816894531
Plant City,4,0,69.527499437332153,143.94999694824219
Achern,2,0,58.074999332427979,59
Brawley,4,0,102.64750075340271,185.05000305175781
Urbana,6,0,150.05333471298218,334.5
Wigston,6,0,208.08666801452637,514.49000358581543
Verviers,4,0,288.19499969482422,879.93000030517578
Ipatinga,30,0,147.64433342615763,732.90999794006348
Conflans-Sainte-Honorine,7,0,113.32285628999982,359.939998626709
Bell Gardens,12,0,102.8508335351944,239.89999961853027
The Villages,7,0,223.05714191709245,350.47999906539917
Beveren,4,0,91.277500629425049,148.46000099182129
Rio Claro,13,0,141.46153846153845,300.08999824523926
Rapid City,9,0,120.12444464365643,491.86999893188477
Runcorn,5,0,71.789999961853027,116.39000034332275
Montgomery Village,4,0,180.75500392913818,506.94001388549805
Parobé,8,0,81.347500205039978,262.95000076293945
Monte Mor,15,0,94.4426670074463,364.9900016784668
Paraíba do Sul,7,0,85.649999891008648,219
Ribeirão,8,0,135.5999995470047,287.7399959564209
Pontypridd,2,0,39.389999866485596,71.489999771118164
Hockenheim,2,0,139.36500120162964,198.74000072479248
Juruti,12,0,117.81750027338663,486
Grants Pass,9,0,109.13666650984023,468.97000122070312
Höxter,5,0,198.76599903106691,366.7599983215332
Kirkburton,6,0,106.64666748046875,299.37000274658203
Alsager,6,0,91.2733333905538,248.48999977111816
Tarpon Springs,2,0,172.6199996471405,193.24000120162964
Paudalho,11,0,205.84545495293358,614.920003414154
San Fernando,13,0,164.429230433244,488.3600001335144
Leesburg,19,0,154.05526354438382,368.19000148773193
Goleta,10,0,107.09600076675416,259
Uniondale,2,0,57.974999904632568,108.48999977111816
Truganina,6,0,152.4383347829183,307.98000717163086
Weston-super-Mare,5,0,104.81400012969971,236.35999774932861
Chesapeake,15,0,82.620667394002254,189.94000244140625
Pau,5,0,169.24800148010254,498.38000392913818
Breves,26,0,126.89115414252647,357.54000091552734
Blue Island,3,0,77.246666590372712,125.5
Pallejà,3,0,123.5533332824707,232.5
Gumi City,16,0,134.1343759894371,297.95001220703125
Murfreesboro,18,0,107.14000023735892,328.04000091552734
São João Batista,10,0,133.56199970245359,435.9900016784668
Sakai-shi,10,0,131.32000007629395,434.69000053405762
Ratingen,9,0,190.68888854980469,486.4900016784668
Löhne,4,0,60.710001230239868,108.97000312805176
Gyeongsan City,10,0,164.56100025177003,399.34000015258789
Lake Villa,3,0,83.1633326212565,152
Markfield,9,0,188.81333282258777,591.96999645233154
Hervey Range,4,0,69.625,97
San Vicente del Raspeig,6,0,86.474999745686858,228
Pedreira,6,0,179.6966667175293,379.810001373291
Jingmen,26,0,148.04807677635782,442.20999908447266
Onalaska,4,0,59.27000093460083,105.41000366210936
Detroit,38,0,143.92973721654792,507.16999816894531
Zaozhuang,42,0,153.97476169041227,769.75000095367432
Pacy-sur-Eure,2,0,232.96000194549561,439.93000411987305
Patrocínio,30,0,136.60900020599368,516.68000221252441
Upland,9,0,127.14888970057169,217
Paju City,52,0,142.9555774927139,569
Maurepas,3,0,195.92999887466431,336.14999771118164
Spotsylvania Courthouse,2,0,133.72999835014343,249.94999694824216
Dartford,3,0,122.16666555404663,149
Compton,18,0,189.38555539978876,591.07999515533447
Bristol,49,0,139.29999979174866,643.42998695373535
Logroño,19,0,175.53578986619647,950
São Joaquim de Bicas,8,0,112.51625055074692,336.21000671386719
Maryville,9,0,154.34111256069608,350
Parets del Vallès,6,0,138.42666737238565,378.27999782562256
Des Moines,19,0,109.41315773913735,300.08999633789062
Geetbets,4,0,63.280001044273376,127.51000213623048
Jacarezinho,8,0,144.05125087499619,401.91000175476074
Pinneberg,6,0,110.24666651089986,280
Gandía,5,0,84.1859990119934,182.51999998092651
Surubim,6,0,104.66499892870584,208.88999557495117
Jixi,17,0,131.19823531543508,424.09000301361084
Paraje La Matanza,1,0,66.590000629425049,66.590000629425049
Belém,100,0,130.55670004844669,848.79999923706055
Catalina Foothills,5,0,85.164000511169434,217.40000152587891
St. George,10,0,153.23900089263915,344.17000579833984
Nanping,19,0,170.7342105162771,366.95000076293945
Tours,12,0,135.67083350817362,436.410005569458
Narbonne,5,0,131.52400035858153,205
Martinsville,7,0,151.97571372985843,337.34000015258789
Pfullingen,3,0,53.540000279744461,84.930000305175781
Taunton,7,0,167.96714373997278,435.98000144958496
Wollongong,12,0,106.84416659673056,248.93000030517578
Quessoy,3,0,261.31333414713544,666.45000076293945
Saint-Affrique,1,0,7.809999942779541,7.809999942779541
Saint-Germain-en-Laye,3,0,268.58666626612347,410.70999956130981
Ridgefield,4,0,130.42750012874603,299.13000106811523
Luohe,34,0,138.50588230525747,731.489990234375
Arenys de Munt,2,0,93.424999952316284,179
Sapé,7,0,94.3499996321542,205.11000061035156
Bel Air South,5,0,69.9600001335144,148
Campo Novo do Parecis,6,0,227.17499947547913,341.76000213623047
Netphen,4,0,272.22749888896942,580.28998708724976
Brandenburg an der Havel,5,0,50.644000434875487,85
Rheine,5,0,132.15200176239014,205
Athis-Val-de-Rouvre,2,0,128.76499962806702,139.94999694824219
Penalva,6,0,129.31166879336041,407.85001230239874
Chackbay,6,0,181.54500015576681,225
Minster on Sea,3,0,38.263333161671959,87.400000095367432
Aranda de Duero,5,0,91.90200052261352,220.36000299453735
Ennis,3,0,160.43666950861615,333.83000516891479
Joliet,17,0,97.796470894533044,312.69000053405762
Big Spring,4,0,125.48750078678131,186.84000062942505
Lucas do Rio Verde,10,0,146.82900013923643,425.48000574111938
Bonita Springs,12,0,131.90499993165335,453.98999786376953
Stoke-on-Trent,29,0,130.15275963421527,699.95000076293945
Bernex,4,0,178.41000235080719,427.87000703811646
Granada,18,0,131.71888897154065,348
Ettlingen,5,0,100.76599922180176,284.34999847412109
Aparecida,12,0,85.622499624888093,342.44999885559082
Meerbusch,5,0,130.68400039672852,307.5
Marituba,28,0,130.65714267321994,557.28999519348145
Matadepera,1,0,76.949999809265137,76.949999809265137
Mineiros,14,0,103.53928586414882,472.98000144958496
Lombard,9,0,100.09333324432373,189.73000049591064
Altos,5,0,170.08400135040284,437.49000549316406
Musashino,9,0,100.87555535634358,279.99000549316406
Denton,23,0,127.93913082454516,491.33000183105469
Old Bridge,9,0,137.7799999448988,514.9900016784668
Rolla,4,0,142.06500101089478,212.87000179290771
Wilson,4,0,131.6750009059906,203.88000106811523
Neukirchen-Vluyn,3,0,106.70666853586833,152.94000148773193
Asnières-sur-Seine,7,0,145.96142850603377,343.48999786376953
Goose Creek,11,0,68.779999819668859,186.93999671936035
Kingsport,5,0,114.98599987030029,248.98999977111816
La Grande-Paroisse,2,0,186.27499723434448,267.87999820709229
Hunters Creek,7,0,146.06857149941581,593.54000568389893
Horley,3,0,138.08000151316327,254.79000473022461
Salmon Creek,3,0,218.60000006357828,464.88000106811523
Northfleet,4,0,159.40499949455261,277.22999954223633
Coburg,5,0,148.58799953460692,325
Saint-Martin-la-Garenne,2,0,29.289999961853027,40.6299991607666
Coslada,9,0,88.033333884345154,219
Brownsville,25,0,184.16920078277585,530.939998626709
San Mateo,5,0,123.77600040435792,304.98999977111816
Nieuwpoort,1,0,27.9399995803833,27.9399995803833
Codó,22,0,169.72045443274757,479.989990234375
Habsheim,2,0,228.96499586105347,449.9799919128418
Stains,2,0,327.16500043869019,646.38000106811523
Boituva,19,0,120.17842046838057,500.05000114440918
Kojima City,14,0,170.06285776410783,511.72999954223633
Ponta Grossa,10,0,124.47399969100951,342.87000370025635
Rowland Heights,3,0,25.443333625793457,50.880001068115234
Winsen (Luhe),6,0,126.56999985376993,206.84999847412109
Tremblay-en-France,2,0,83.719998836517334,127.93999767303465
Murphy,7,0,91.515715871538447,322.91000747680664
Parauapebas,55,0,132.69854562932798,526.38999843597412
Chester,7,0,96.171428544180742,417.57999801635742
Leopoldina,13,0,116.50692338209885,265.65000438690186
Galt,3,0,58.303332964579262,97.969998359680176
Anaheim,27,0,188.91926006034569,950
Majaneque,1,0,166.24000072479248,166.24000072479248
Skelmersdale,7,0,108.62857205527169,289.43000411987305
Staunton,6,0,189.05666589736936,687.08999824523926
Crawfordsville,3,0,271.08666896820068,522.05000591278076
Lansing,5,0,79.846000289916987,141.50000095367432
Sharpsburg,2,0,63.974999904632568,120
Millbourne,5,0,79.209999275207522,233.3899974822998
Guignen,2,0,190.87500047683716,287.47999954223633
Cibolo,6,0,97.398333390553788,200
Neu Wulmstorf,3,0,262.62666861216229,371.29000568389893
Wigan,4,0,68.085000276565552,113.90000152587892
Saint-Vigor-d'Ymonville,2,0,93.905000686645508,112.09000110626221
San Cristóbal de La Laguna,10,0,149.83600072860716,372.10999870300293
Waikapu,2,0,70.645000457763672,81.4000015258789
Lorton,1,0,187.87999439239502,187.87999439239502
Plantation,8,0,166.63875067234039,461.5
Tyler,9,0,124.2844442791409,471
Hengshui,52,0,131.37346144822928,411.74999618530273
São Francisco,6,0,83.47833267847696,196.25
Champigny-sur-Marne,5,0,141.25599994659424,246.09999465942383
Goolma,2,0,310.074999332428,579.20999908447266
Rich,2,0,147.89500188827515,287.84000396728516
San Fulgencio,4,0,87.887500524520874,181.43000316619873
Abaetetuba,37,0,125.3740545479027,495
Providence,8,0,180.10500085353848,323.96000289916992
Fresnes,2,0,174.2749981880188,286.5499963760376
São José do Rio Preto,9,0,164.81110874811807,335.21999359130859
Vinhedo,15,0,143.12066717147826,862.480001449585
Gütersloh,7,0,195.37714229311263,428.96999931335449
Bucheon City,108,0,119.44787077992054,767.08000946044922
Urasoe,4,0,236.89749991893768,529.65999889373779
Vigo,23,0,128.48173960395482,588.460000038147
Murutuba,5,0,156.03199930191039,292.95999956130981
Escada,19,0,166.77368442635787,358.2400016784668
Trairi,12,0,143.52749987443286,598
Itapajé,12,0,186.40999988714853,428.72000122070312
Oudsbergen,1,0,191.659996509552,191.659996509552
Alhambra,8,0,108.47624999284744,330.64999914169312
Yangjiang,23,0,103.66434862302698,349.98001098632807
Funabashi City,25,0,117.87640035629273,580.94000244140625
Hanover,9,0,96.075555642445863,305.9900016784668
Upper Arlington,6,0,132.42166876792908,275.36000299453735
Bron,2,0,156.23499989509583,269.48999977111816
Tukwila,4,0,341.2399994134903,976.5
Christleton,4,0,131.28499972820282,260.97999811172485
Antibes,6,0,65.238333145777389,168.38999938964844
Castelmaurou,1,0,356.98000001907349,356.98000001907349
Virginia Beach,34,0,108.25499942723442,311.96999740600586
Lebanon,24,0,107.64041743675868,384.69001388549805
Sherwood,5,0,127.83799867630005,341.9799976348877
Recife,72,0,120.28041687276628,363.98999786376953
Orange,7,0,140.09571334293912,316.94999694824219
Livramento de Nossa Senhora,12,0,104.42249981562296,410.19999694824219
Verneuil-sur-Seine,1,0,7.9899997711181632,7.9899997711181632
Bormujos,2,0,354.12500286102295,477.31000709533691
Baião,9,0,192.7122213575575,537.42000198364258
Oxnard,22,0,148.30363637750798,583.48000812530518
South Fulton,25,0,108.79320053100585,308.98999786376953
Catu,13,0,125.48769283294679,697.910005569458
Shelby Township,8,0,134.49625015258789,285.88999938964844
Oudenaarde,4,0,116.72749996185303,234.21000099182129
Reston,2,0,107.47499942779541,137.96999549865723
Baton Rouge,28,0,161.72750016621183,969.9900016784668
Joux,1,0,7.9899997711181632,7.9899997711181632
Bollène,1,0,108.35000038146973,108.35000038146973
Brühl,3,0,174.01000086466473,434.59000205993652
Ixelles,7,0,206.16857119968961,420.81999969482422
Carolina Forest,6,0,81.209999084472656,228.94999694824219
Bernueces,1,0,53.989999771118164,53.989999771118164
Weiden in der Oberpfalz,6,0,102.15833314259847,338
Howell Township,3,0,461.96000162760413,813.60000038146973
Rainham,7,0,113.16571399143764,289.94999694824219
Parkland,10,0,190.97600021362305,542.19999694824219
Münster,21,0,107.11619027455649,335.5
Ubajara,6,0,123.43333435058592,263.5
Seabrook,6,0,162.63000138600665,398
Asan City,39,0,158.03358975434918,755.19000244140625
Tamarac,8,0,156.77874886989594,389.94999694824219
Leland,5,0,242.88599815368653,374.9799919128418
Perry Hall,7,0,69.675715310232974,114.39000129699708
Ribeirão Preto,38,0,169.90578947569188,813.92000102996826
Wembley,9,0,121.38889016045465,316.39000701904297
Meco,2,0,219.96500110626221,397.93000221252441
Wittenberge,1,0,22.979999542236328,22.979999542236328
Russas,11,0,119.69181823730469,273
Wheaton-Glenmont,8,0,120.87625026702884,228.97000122070312
Doncaster,7,0,129.07142802647181,291.98999977111816
Interlaken,9,0,106.36666626400417,251.3699951171875
Nashville,30,0,128.44833361307778,558.35999870300293
Avrillé,2,0,56.739999771118164,72.5
Casa de Oro-Mount Helix,6,0,156.74000040690103,403.98999977111816
Buffalo Grove,2,0,146.47499847412109,185.97999572753906
Ontario,23,0,154.76608736618704,862.9900016784668
Newton Abbot,6,0,156.38000059127808,368
Tucson,47,0,139.52616989866215,816.05999946594238
Nova Viçosa,12,0,143.22166633605957,442.97000122070312
Pharr,7,0,223.8171443939209,525.080005645752
Tergnier,2,0,39.609999656677246,43.229999542236328
Bunbury,5,0,103.54800014495849,176
Jackson Township,11,0,159.81454476443204,320.02999973297119
Ettrema,2,0,81.985001564025879,105.98000144958496
Indianapolis,61,0,155.48344286934275,791.71000671386719
Allentown,14,0,80.563570567539756,163.93999481201172
Guaratuba,6,0,56.528334458669029,172.9400053024292
Shiyan,38,0,147.23157930374148,953.70000171661377
Midland,14,0,116.82285731179371,503.98000526428223
Newark,32,0,160.50937470793724,707.40999794006348
Lilburn,7,0,230.59714072091239,843.64998626708984
Charleston,7,0,151.13857119424003,495.42999649047852
Mia Mia,2,0,22.195000648498535,36.400001525878906
Pelotas,12,0,134.46499983469644,537.40999984741211
Puddletown,2,0,184.46499919891357,260.92999839782715
Trenton,10,0,201.73299999237062,524.47000122070312
Balsas,14,0,105.58214310237339,323.62999725341797
Alzenau,3,0,179.43999862670898,260.83999633789062
Kosciuszko National Park,2,0,69.979999542236328,114.96999931335449
El Trocadero,2,0,99.214999675750732,138.98999977111816
Harlingen,15,0,189.18333466847739,741.97001075744629
Gold Coast,23,0,119.98521784077521,467.75
Carcagente,1,0,91.409999847412109,91.409999847412109
Guarujá,21,0,184.059047244844,667.86999416351318
Callenberg,1,0,7.9899997711181632,7.9899997711181632
Manhuaçu,23,0,118.43043472455896,324.96999931335449
Beachwood,3,0,72.939997355143234,172.82999229431152
Hayes,7,0,148.74285670689173,656.42999839782715
Iron,2,0,41.759999275207512,75.529998779296861
Eusébio,13,0,105.6923082791842,293.40000343322754
Würselen,4,0,48.364999771118164,98.489999771118164
Hiram,9,0,132.11333391401502,577.31000328063965
Castelo,3,0,129.63666725158691,301.96000099182129
Millville,6,0,165.00999927520752,355.93999671936035
Aikawa-cho,3,0,203.15333366394043,494.93000030517578
Senftenberg,3,0,239.99666659037271,349
Cranston,3,0,43.443333307902016,83.329999923706055
Ridgewood,8,0,224.50875043869019,453.20000076293945
Griesheim,1,0,96.980001449584961,96.980001449584961
Hialeah,14,0,175.03214263916016,471.92999649047852
Loveland,13,0,138.47769216390756,429
Greenville,28,0,112.21607133320398,699.9900016784668
Mackay,9,0,91.3933334350586,303.98999977111816
Castres,5,0,126.01599941253662,398.5
Sevran,4,0,105.38750028610229,290.97000122070312
Casa Grande,17,0,148.34470563776352,406.01999664306641
Dix Hills,4,0,113.43750047683716,137.98000144958496
Honolulu,40,0,130.07149984836582,550
Goch,7,0,130.97285856519429,417.98000526428223
Ananindeua,64,0,147.53984385728842,619.4900016784668
Serra,33,0,148.94272732012203,543.98999977111816
Düsseldorf,33,0,103.48272774436258,379.459997177124
Saint-Cyr-sur-Loire,3,0,62.613331158955887,164.89999389648438
Hyde,2,0,265.98500061035156,431.9900016784668
Mosbach,2,0,138.48499965667725,246.97999954223633
Braunschweig,19,0,106.14263183192203,421.03000259399414
McLean,2,0,197.73500061035156,263.47000122070312
Banbury,6,0,220.64333311716717,405.48999977111816
Bradford,27,0,140.64259239479352,445.18000030517578
Wavre,5,0,198.70200004577637,427
Norfolk,10,0,123.51600008010864,326.41000175476074
Magdeburg,16,0,105.40499997138976,295.939998626709
Townsville,6,0,122.16666634877522,267.85999870300293
Braintree,8,0,105.65749955177307,235.4899959564209
Matsubara-shi,19,0,79.562105178833,207.75
Uhlstädt-Kirchhasel,6,0,70.2083330154419,148.48999786376953
Oakdale,8,0,122.22124981880188,232.98999977111816
West Linn,6,0,137.3166669209798,274.7299976348877
Santa María del Mar,1,0,84.4000015258789,84.4000015258789
Terrace Heights,1,0,8,8
Merrillville,6,0,95.506667613983154,178.6200008392334
Edgware,15,0,94.0813336054484,286.15000057220459
Gwangju City,22,0,146.37818206440318,304.95000076293945
Scampton,6,0,105.80333360036214,294.33000183105469
Três Lagoas,18,0,125.64055522282916,353.84999847412109
Santo Amaro,15,0,108.59866669972737,343.92999267578125
Paderborn,12,0,80.58250093460083,318.33000564575195
Ypsilanti Charter Township,7,0,180.68714223589217,661.03999710083008
Tongren,12,0,157.17916711171472,352.49000549316406
Greeley,12,0,76.4266667366028,192.39000034332275
Bijie,83,0,118.04265052151968,506.35999870300293
Driffield,5,0,125.74599914550781,324.93999671936035
São Caetano do Sul,10,0,172.09899997711179,471.98999977111816
Eagan,6,0,55.87166563669841,188.96999549865723
Eagle,3,0,85.166667938232422,127.51000213623048
Drancy,8,0,152.84125137329102,496.98000526428223
Finchampstead,2,0,76.4950008392334,111
Berlare,3,0,224.36000219980875,430.89000225067139
Bowling Green,10,0,97.222000312805164,278.9900016784668
Basauri,2,0,213.21000671386719,349.12001037597656
Amesbury,4,0,105.97000026702881,242.98999977111816
Rowlett,15,0,105.63933385213217,452.97999954223633
Hong Sung-gun,1,0,22.989999771118164,22.989999771118164
Ariquemes,9,0,102.7577773200141,324.4900016784668
Talence,2,0,166.15500068664551,228.40999984741211
Marietta,22,0,81.329091115431339,259
Kennewick,9,0,73.360000398423935,185.97000122070312
Taunusstein,5,0,157.01999950408936,469.67999839782715
Pickerington,8,0,134.53875017166138,417.49999618530273
Guaíba,17,0,97.763529440935926,550.69999980926514
Morada Nova,12,0,137.61749951044717,510.07999992370605
Mount Pleasant,18,0,131.6266661749946,374.98999977111816
Piumhi,12,0,179.92083446184793,616.430004119873
Maspalomas,2,0,242.63000202178955,335.2600040435791
Pittsfield Charter Township,4,0,42.982500076293945,105.97999954223633
Bellview,7,0,186.07428591591972,465.65999603271484
Bilzen,2,0,137.02999877929688,228.97999572753906
Memmingen,3,0,66.616667429606125,91.860000610351562
Marans,2,0,82.994999885559082,128.98999977111816
Anglet,6,0,101.34166781107584,193.13000106811523
Dublin,15,0,107.98933308919273,429
Radcliff,1,0,100,100
Amherst,9,0,130.97666708628336,573
Brumadinho,9,0,142.21222188737659,339.14999389648438
Mickleham,7,0,59.427142824445447,99.989997863769517
Avondale,10,0,113.257000541687,419.94000244140625
Aire-sur-la-Lys,1,0,8,8
Elven,5,0,217.33799858093261,662.76999473571777
Racine,4,0,252.30500316619873,487.37001609802246
Dormagen,4,0,41.990000247955322,69
Enfield,15,0,85.920666503906247,261.98999977111816
Anseong City,13,0,108.36615357032187,359.98999786376953
Ouro Preto,12,0,202.65500005086261,767.01999664306641
Tulsa,14,0,221.05214241572793,635.11999320983887
Durong,1,0,91.489999771118164,91.489999771118164
Haute-Goulaine,4,0,229.4200005531311,417.97000122070312
Coconut Creek,4,0,114.14499855041504,221.149995803833
Miranda de Ebro,4,0,113.50999879837036,308.03999710083008
Dandong,52,0,119.96961602797874,428.4900016784668
Newport News,8,0,149.78000020980835,438.18000221252441
Malay-le-Grand,2,0,664.44999980926514,886.6299991607666
Westminster,16,0,136.35250020027161,432.44000244140625
White,39,0,128.918205065605,501.9900016784668
Transport,9,0,121.42444441053601,529.2299976348877
Lady Lake,5,0,76.436000823974609,240.75000381469727
Rivas-Vaciamadrid,11,0,100.70272792469372,374.94000244140625
Qujing,43,0,153.31046465940256,818.65999412536621
Melrose Park,3,0,191.82666778564453,315.44000244140625
League City,10,0,169.58300065994266,732.590009689331
Cruz das Almas,10,0,224.02000112533568,948.9900016784668
Paignton,2,0,126.09000015258789,204.5
Kyle,5,0,138.72800045013429,259.90000152587891
Copperas Cove,1,0,66.74000072479248,66.74000072479248
Garner,4,0,198.98500084877014,404.48000526428223
Bruges,9,0,113.82444487677681,274.32000160217285
North Laurel,3,0,146.78666655222574,211.27000045776367
La Porte,13,0,160.48384666442865,567.20000076293945
Edgewood,6,0,175.66499996185303,347.26000213623047
Saint-Maurice-l'Exil,3,0,122.39333343505859,162.97000122070312
Southfield,2,0,307.84000015258789,360
Mülheim an der Ruhr,9,0,124.02555539872911,445.91999912261963
João Monlevade,12,0,139.47166792551678,477
Royal Leamington Spa,6,0,79.710000832875579,238.42000198364258
Romeoville,4,0,113.55250096321106,173.5
Cataract,9,0,155.03555658128528,733.58000755310059
Es Pont d'Inca,1,0,8.319999694824217,8.319999694824217
Claremont,5,0,62.569999694824219,136.62999725341797
Sagamihara City,32,0,109.14312517642978,346
Friedberg,5,0,68.134000015258792,119
West Bridgford,7,0,180.480000768389,633
Kenthurst,3,0,133.04999987284342,176.17000007629395
Manassas Park,4,0,204.09000015258789,647
Leinfelden-Echterdingen,4,0,123.60999989509583,380.13999843597412
Rio Real,10,0,88.299000263214111,303.97999954223633
Redlands,8,0,116.90125083923341,246.13999557495117
West Islip,1,0,44.359999656677246,44.359999656677246
Schleswig,2,0,79.410000324249268,150.45000076293945
Villiers-en-Bière,2,0,131.39499998092651,200.28000164031982
Culver City,1,0,322.38000011444092,322.38000011444092
Almendralejo,3,0,54.7933333714803,131
Cheshire,3,0,122.10999902089436,263
Midori City,2,0,29.940000057220459,51.489999771118164
Collado Villalba,10,0,126.68299942016604,546.34999465942383
Gembloux,5,0,83.708000373840335,239.36999988555908
Avon,4,0,88.355000734329224,122.73999977111816
Barstow,6,0,115.63500102361043,288.88000011444092
Ormond Beach,3,0,61.97000058492025,79.910001754760742
Rome,8,0,146.76500141620636,250.05000019073486
Lakenheath,4,0,318.07000064849854,912.5
Norwalk,16,0,192.39249938726425,942.9900016784668
Ravensdale,8,0,193.44499862194061,743.03000259399414
Murray,5,0,265.82600078582766,818
Kannapolis,8,0,87.098750233650208,250.92000198364258
Sandy Springs,18,0,143.46277851528589,654.73000335693359
Palmdale,17,0,165.76647096521714,913.51000022888184
Tigard,12,0,102.01083366076151,206
Zhumadian,33,0,79.520909367185652,318.29999923706055
Koblenz,2,0,64.2099986076355,69.949996948242188
Épinay-sur-Orge,4,0,55.1175000667572,112
Livermore,7,0,108.34142807551792,190.94999694824219
Tangará da Serra,27,0,126.84370457684551,322.4900016784668
Buckeye,6,0,156.4433331489563,348.039999961853
Lauderhill,14,0,214.61857128143311,892.33999252319336
Cannes,6,0,162.15166648228964,240.97000122070312
Chelsea,1,0,48.460001945495605,48.460001945495605
Elizabethtown,10,0,83.108999538421628,266.93999671936035
Laatzen,5,0,123.58200130462646,431.98000335693359
Huy,3,0,48.140000343322754,86
Mobile,12,0,102.5391660531362,374.9799919128418
Belair,1,0,62.44999885559082,62.44999885559082
Barra do Garças,12,0,106.03166572252908,323.57999706268311
North Andover,2,0,272.6899995803833,279
Congonhas,2,0,170.20499897003174,260.92999839782715
Virton,2,0,132.04000186920166,178.48000526428223
Kokubunji City,7,0,82.388571194240029,291.98999691009521
Ankang,14,0,129.38071393966675,567.43999671936035
Princeton,8,0,185.01374864578247,406.97999572753906
Woonsocket,3,0,211.31666660308838,425.8000020980835
Lier,4,0,82.182500600814819,125.85000228881836
Spicheren,3,0,167.08000055948892,244.79000091552734
Monte Alto,12,0,80.085833787918091,238.25000190734863
Capão Novo,8,0,126.261248588562,259.989990234375
Highlands Ranch,4,0,163.19000005722046,434.98000335693359
Petaluma,16,0,113.04812514781952,291.9900016784668
Floral Park,2,0,127.6949987411499,235.3899974822998
Camp Pendleton North,9,0,150.30222172207303,457.55999946594238
Nampa,9,0,136.32111019558377,386
Sant Feliu de Llobregat,8,0,73.848749995231628,132.78999900817871
Alzey,3,0,22.726666768391926,38.690000534057617
Brie-Comte-Robert,3,0,112.61666679382324,199.8600025177002
Merced,11,0,107.83181910081343,369.970006942749
Eisenach,3,0,335.56333764394128,688.18000507354736
West Plains,4,0,104.9850001335144,146.37000274658203
Lauro de Freitas,31,0,152.23580668049473,726.48999977111816
Taiobeiras,4,0,181.26749897003174,295.44999694824219
Pearl City,8,0,149.22499942779541,298
Weehawken,2,0,203.42000007629395,321.84000015258789
Holsbeek,2,0,203.53500080108643,343.98999977111816
Ulianopolis,22,0,164.65863674337214,595.939998626709
San Francisco,61,0,136.76983644141524,687.81000518798828
Costa Adeje,3,0,54.58666674296061,92.5
Hildesheim,9,0,131.2699998219808,496.48999977111816
Delano,6,0,92.720000584920243,237.37999725341797
Kaiserslautern,8,0,87.711249709129333,265.47999954223633
Kampenhout,2,0,83.635000705719,106.52999973297119
Boardman,3,0,82.003333727518722,133.90000152587891
Hartsville,5,0,249.52600021362304,404.15999698638916
Cheat Lake,3,0,65.64333311716716,107.3799991607666
Penedo,8,0,84.678750038146973,237.5
Lake Elsinore,4,0,181.49000072479248,457.95000076293945
Longmont,18,0,123.98888953526813,628.42000389099121
Sena Madureira,10,0,125.87400035858154,309.45000076293945
Sandusky,2,0,106.79500293731689,129.99000549316406
Buena Park,9,0,124.8611116409302,574.980001449585
Dresden,21,0,134.48285765874957,538.10000038146973
Moreno,5,0,66.354000663757319,146.58000183105469
Reading,22,0,121.02090883255006,281.79000091552734
Lake Wylie,5,0,91.443999099731428,219.68999767303467
L'Isle-Jourdain,4,0,150.40250039100647,237.10999965667725
Fareham,2,0,111.30999994277954,212.63000011444092
Filderstadt,8,0,170.49750018119812,524.669997215271
Santa Rita,17,0,146.02000051386213,501.08999824523926
Stamford,6,0,127.7166666984558,249
Coppell,7,0,109.47999940599713,339.92999649047852
Kamakura city,2,0,163.43000221252441,275.23000240325928
Nauen,2,0,171.61000108718872,293.63000202178955
Beaumont,12,0,95.673333565394074,243.16999816894531
Liège,17,0,126.83294167238122,418.23000526428223
Clichy-sous-Bois,5,0,193.76399822235106,649.50999450683594
West Point,8,0,67.508750081062331,170.94999694824219
Florianópolis,19,0,91.692105644627631,217
Belvidere,1,0,506.979998588562,506.979998588562
West Little River,5,0,275.01200218200682,803.82000732421875
Angoulême,6,0,180.91499900817871,637.419994354248
El Cajon,3,0,185.19333521525064,320.59000015258789
Dumplings,3,0,187.60000133514404,362.23000431060791
Iona,4,0,34.657500267028809,90.970001220703125
Sorocaba,22,0,147.79181814193726,416.58999633789062
Coon Rapids,3,0,36.21333440144857,58.660001754760742
Socuéllamos,2,0,114.09999990463257,187.85999965667725
Hilden,2,0,30.345000743865967,51.9900016784668
Brandon,16,0,89.883125126361847,293.67000007629395
Raposa,4,0,88.417499303817749,141.1899995803833
Weymouth,3,0,102.54666614532471,221.67999935150146
